user_id,age,reels_watch_time_hours,daily_screen_time_hours,sleep_hours,attention_span_score,focus_level,task_completion_rate,stress_level,platform
1601,44.0,1.71,5.27,7.31,1.6,2.48,61.5,Medium,Instagram
1602,43.0,2.91,5.4,8.08,7.24,4.62,73.67,Medium,YouTube Shorts
1603,31.0,4.8,10.96,7.35,5.6,4.18,82.95,Med,Instagram Reels
1604,27.0,4.81,6.26,8.95,4.0,9.06,56.4,Low,TikTok
1605,43.0,2.99,9.9,8.11,3.11,5.91,57.47,High,YouTube Shorts
1606,44.0,4.86,4.37,6.6,2.08,6.64,68.09,Low,TikTok
1607,30.0,5.11,11.49,5.83,3.66,7.2,80.2,Low,  Instagram Reels
1608,22.0,4.1,7.75,7.41,5.13,5.78,82.38,Low,YouTube Shorts
1609,,1.76,9.59,6.95,5.3,7.93,59.44,Medium,TikTok
1610,32.0,2.01,2.9,1.0,6.24,8.05,59.35,Low,Instagram Reels
1611,15.0,2.23,6.93,5.72,4.26,4.16,69.23,Medium,TikTok
1612,28.0,1.14,11.01,6.14,9.28,1.76,72.52,Low,Instagram Reels
1613,33.0,2.0,10.77,6.79,5.46,9.88,78.96,Medium,TikTok
1614,29.0,1.65,2.47,8.2,4.81,6.78,77.06,High,Instagram Reels
1615,32.0,3.0,5.04,7.81,1.43,7.38,62.35,Medium,Instagram Reels
1616,16.0,5.5,6.43,4.59,6.39,7.81,58.761,Medium,YouTube Shorts
1617,36.0,1.07,3.72,5.23,6.43,6.52,58.48,High,TikTok
1618,42.0,4.46,9.3,4.13,6.25,5.24,78.72,Low,YouTube Shorts
1619,31.0,4.28,3.85,4.04,8.99,9.86,65.99,Medium,TikTok
1620,32.0,1.03,5.47,5.12,7.87,7.55,48.06,Medium,YouTube Shorts
1621,44.0,5.57,8.63,8.0,8.81,8.61,40.36,Medium,TikTok
1622,20.0,3.63,6.82,8.52,1.53,4.96,41.78,High,Instagram Reels
1623,33.0,2.5,9.39,5.96,3.86,9.14,92.05,Medium,YouTube Shorts
1624,18.0,4.66,11.61,6.82,3.87,7.59,67.47,Medium,TikTok
1625,15.0,1.92,3.17,7.53,6.91,7.72,79.45,High,TikTok
1626,22.0,4.31,9.1,8.76,5.04,1.78,95.74,Low,YouTube Shorts
1627,43.0,0.72,4.3,8.56,8.0,6.56,47.58,High,Instagram Reels
1628,37.0,5.12,6.14,4.29,4.46,4.02,66.86,Low,TikTok
1629,21.0,2.96,2.33,5.24,2.99,7.02,72.34,High,TikTok
1630,17.0,4.0,3.36,4.25,3.62,6.11,90.49,Medium,Instagram Reels
1631,24.0,1.72,5.2,7.08,2.64,2.0,99.62,High,Instagram Reels
1632,24.0,4.22,5.42,7.55,2.78,5.77,82.7,Low,YouTube Shorts
1633,33.0,4.75,11.0,5.54,2.95,5.06,78.51,Low,Instagram Reels
1634,28.0,3.1,9.42,8.27,1.14,7.99,95.22,Low,YouTube Shorts
1635,16.0,3.9,11.72,6.26,7.44,5.52,90.24,Medium,Instagram Reels
1636,42.0,3.01,7.99,8.99,4.6,5.33,91.9,High,TikTok
1637,15.0,5.42,4.42,4.0,1.2,7.966,40.16,Medium,Instagram Reels
1638,37.0,3.24,5.28,4.55,4.33,7.02,70.87,Medium,Instagram Reels
1639,37.0,5.13,5.2,5.51,9.15,9.948,86.96,Low,Instagram Reels
1640,42.0,4.91,5.26,4.13,5.6,4.17,50.89,Low,Instagram Reels
1641,32.0,2.76,8.73,7.91,9.88,7.2,85.09,High,Instagram Reels
1642,21.0,1.77,7.31,4.26,5.86,2.51,40.55,Low,YouTube Shorts
1643,43.0,,5.85,7.74,9.67,8.24,74.51,Low,YouTube Shorts
1644,22.0,5.04,3.49,4.26,2.82,8.08,83.827,Medium  ,Youtube Shorts
1645,15.0,,2.22,5.26,3.61,7.53,65.88,High,TikTok
1646,39.0,3.38,4.19,8.21,7.3,2.07,84.37,Low,YouTube Shorts
1647,37.0,4.93,3.07,8.76,9.88,9.89,71.82,Low,TikTok
1648,17.0,2.44,9.85,6.07,8.43,9.48,78.84,Medium,TikTok
1649,38.0,4.03,3.12,8.85,5.98,4.33,71.0,Low,TikTok
1650,37.0,1.85,9.24,7.13,1.77,6.2,68.55,Low,YouTube Shorts
1651,,1.1,5.86,6.08,4.28,9.0,90.5,High,Instagram Reels
1652,43.0,4.87,2.73,8.01,1.78,5.45,45.56,Medium,YouTube Shorts
1653,22.0,1.04,10.13,0.0,3.8,6.39,75.08,Medium,YouTube Shorts
1654,36.0,1.99,7.8,5.33,3.33,6.43,46.89,Low,YouTube Shorts
1655,39.0,5.2,4.36,7.28,4.5,6.84,73.77,Medium,YouTube Shorts
1656,29.0,2.41,10.95,,8.54,6.18,102.881,Medium,YouTube Shorts
1657,19.0,5.85,2.45,4.68,2.35,4.65,43.43,High,Youtube Shorts
1658,17.0,5.89,4.02,4.33,3.75,5.86,65.32,Medium,Instagram Reels
1659,33.0,1.98,9.52,7.94,3.35,8.84,88.12,High,YouTube Shorts
1660,15.0,0.73,9.09,7.38,3.67,8.78,62.18,High,Instagram Reels
1661,42.0,4.38,4.89,2.0,4.25,7.95,71.22,Low,TikTok
1662,29.0,2.98,2.62,2.5,3.2,4.73,46.88,Medium,  TikTok
1663,22.0,1.05,25.32,6.05,9.48,8.07,53.38,Low,Instagram Reels
1664,16.0,4.39,5.14,7.55,4.78,4.49,81.19,Medium,Instagram Reels
1665,17.0,0.67,3.96,8.55,2.03,6.98,89.72,Medium,TikTok
1666,38.0,5.29,7.16,8.2,5.21,6.11,78.79,Medium,YouTube Shorts
1667,28.0,1.26,11.1,6.56,2.66,3.7,97.14,High,Youtube Shorts
1668,38.0,1.2,2.44,7.4,2.95,5.08,76.34,Medium,Instagram Reels
1669,28.0,1.47,9.66,6.07,3.57,8.47,88.918,Medium,TikTok
1670,25.0,5.78,7.72,7.24,2.12,9.21,98.97,High,YouTube Shorts
1671,30.0,4.31,6.25,5.29,7.49,2.85,44.97,Low,Instagram Reels
1672,18.0,4.91,9.44,6.17,8.13,5.11,68.78,Low,TikTok
1673,34.0,2.69,25.84,5.05,4.55,4.9,51.39,High,TikTok
1674,19.0,2.35,4.29,4.19,7.2,5.4,67.91,Medium,Instagram Reels
1675,36.0,1.79,3.44,6.94,4.5,9.79,69.98,LOW ,Instagram Reels
1676,35.0,3.14,11.13,8.32,2.48,5.67,77.32,High,TikTok
1677,28.0,3.54,8.69,4.13,4.57,8.47,66.36,High,YouTube Shorts
1678,37.0,3.97,6.38,4.98,6.01,6.98,59.48,Medium,TikTok
1679,30.0,1.91,7.73,6.3,1.37,1.96,42.59,Low,YouTube Shorts
1680,32.0,5.72,9.46,7.33,6.89,7.26,42.09,High,TikTok
1681,21.0,1.43,9.73,4.86,7.68,6.82,50.5,Medium,YouTube Shorts
1682,24.0,5.81,11.2,4.28,8.74,7.83,66.94,High,TikTok
1683,21.0,0.58,6.27,6.6,1.92,1.629,63.982,high,Instagram Reels
1684,,3.15,4.93,8.09,1.0,3.17,51.44,High,TikTok
1685,37.0,,8.4,4.18,1.66,7.92,89.34,Low,Instagram Reels
1686,35.0,,6.16,5.75,9.32,4.34,81.01,Low,YouTube Shorts
1687,33.0,3.64,7.95,7.32,7.89,9.2,60.59,Low,YouTube Shorts
1688,30.0,2.9,6.2,4.65,8.52,5.66,87.82,low,TikTok
1689,43.0,2.78,3.53,5.18,5.65,0.954,99.35,MEDIUM,Instagram Reels
1690,33.0,4.53,6.69,6.68,5.74,7.29,54.7,High,Instagram Reels
1691,18.0,4.27,8.91,8.77,3.69,5.62,61.76,High,YouTube Shorts
1692,43.0,5.08,9.99,5.44,8.58,3.85,99.57,High,TikTok
1693,42.0,1.87,6.93,6.44,8.47,1.18,48.27,High,IG
1694,32.0,3.85,3.65,6.0,4.53,2.79,44.63,Low,Instagram Reels
1695,16.0,3.72,6.15,8.49,3.96,2.45,,Low,TikTok
1696,15.0,2.53,9.86,4.36,7.65,6.25,68.035,High,Instagram Reels
1697,29.0,3.17,6.13,6.83,1.24,7.93,44.7,Low,YouTube Shorts
1698,19.0,2.23,8.97,8.23,8.74,3.11,57.4,Low,YouTube Shorts
1699,34.0,1.28,7.07,8.94,5.02,7.28,65.14,Low,TikTok
1700,25.0,1.68,4.41,7.49,4.97,9.1,89.33,Low,Instagram Reels
1701,24.0,1.08,9.96,5.9,7.02,6.59,82.47,High,youtube shorts
1702,16.0,4.26,2.84,6.06,6.81,7.98,94.87,Medium,Instagram Reels
1703,17.0,4.13,7.25,5.76,3.39,2.84,59.95,High,YouTube Shorts
1704,37.0,5.73,4.09,7.02,9.49,1.67,58.56,Med,YouTube Shorts
1705,37.0,4.51,2.67,7.7,9.88,4.29,67.79,High,youtube shorts
1706,26.0,0.79,7.03,2.5,5.73,7.38,40.45,Medium,Instagram Reels
1707,34.0,5.36,7.0,6.08,6.05,7.17,52.44,Low,YouTube Shorts
1708,19.0,5.24,9.07,7.58,5.99,9.6,52.69,Low,TikTok
1709,19.0,2.94,9.45,8.58,5.37,6.67,43.67,High  ,Tik Tok
1710,20.0,3.72,9.28,8.6,9.51,4.7,67.31,Medium,Instagram Reels
1711,44.0,5.87,6.1,7.52,,8.17,94.33,Med,YouTube Shorts
1712,23.0,3.43,8.32,7.18,1.97,2.38,40.24,High,TikTok
1713,16.0,5.48,7.77,6.66,9.37,8.32,77.7,Low,TikTok
1714,35.0,0.96,6.22,4.92,2.92,4.29,92.76,LOW ,YouTube Shorts
1715,26.0,1.55,7.97,4.62,7.74,2.39,46.45,Medium,Instagram Reels
1716,17.0,2.92,11.47,6.4 hours,2.83,2.46,95.04,Medium,insta
1717,34.0,3.72,3.93,4.8,9.64,9.85,89.11,Medium,Instagram Reels
1718,40.0,4.99,11.06,6.88,8.12,6.61,52.87,Low,Instagram Reels
1719,36.0,5.94,2.53,7.23,9.27,2.57,94.32,High,YouTube Shorts
1720,26.0,2.64,5.08,6.63,9.56,3.42,88.24,Medium,Instagram Reels
1721,,0.76,4.88,4.18,1.76,4.197,46.68,Medium,YouTube Shorts
1722,31.0,4.91,8.26,4.29,4.9,1.5,89.84,High,YouTube Shorts
1723,24.0,3.82,3.31,4.57,-7.0,1.98,72.53,Low,YouTube Shorts
1724,44.0,1.59,10.82,4.77,8.22,7.86,88.96,Medium,Instagram Reels
1725,38.0,3.22,10.29,8.95,3.17,8.08,77.06,Low,Instagram Reels
1726,41.0,4.58,8.52,5.72,9.23,9.89,63.51,Medium,YouTube Shorts
1727,28.0,4.74,6.58,5.46,2.99,1.61,76.07,High,YouTube Shorts
1728,37.0,3.25,11.33,4.26,8.8,9.0,78.17,HIGH,YouTube Shorts
1729,31.0,2.18,10.31,7.18,5.61,3.85,85.97,Medium,YouTube Shorts
1730,32.0,5.86,6.99,,5.64,3.95,89.84,High  ,YouTube Shorts
1731,,4.15,9.02,4.88,4.37,2.15,79.79,High,TikTok
1732,31.0,2.75,7.67,8.6,1.93,9.88,99.38,Medium,YouTube Shorts
1733,28.0,2.04,7.88,8.0,4.12,9.83,81.871,Medium,YouTube Shorts
1734,23.0,4.52,5.31,5.15,4.84,8.78,94.65,Low,TikTok
1735,22.0,1.83,6.62,6.43,5.31,1.82,59.17,Low,Tik Tok
1736,16.0,1.44,2.78,6.29,7.65,8.57,58.97,Low,YouTube Shorts
1737,27.0,3.41,5.57,5.74,4.17,6.71,61.74,Low,YouTube Shorts
1738,39.0,2.09,8.96,8.09,4.66,2.16,66.38,High,Instagram Reels
1739,21.0,3.96,11.53,4.55,9.15,3.36,97.68,Low,TikTok
1740,23.0,1.15,11.63,6.08,7.77,7.2,44.41,Medium,YouTube Shorts
1741,36.0,4.1,7.56,6.14,1.21,8.23,69.91,Medium,TikTok
1742,36.0,2.06,8.07,6.34,8.31,8.63,49.67,Low,YouTube Shorts
1743,25.0,0.5,3.86,8.31,9.91,6.323,88.65,medium,Instagram Reels
1744,,1.2,8.95,5.09,9.46,5.81,41.87,Low,TikTok
1745,18.0,5.63,2.71,4.51,8.52,7.16,67.31,Medium,Instagram Reels
1746,40.0,5.27,4.85,7.09,6.66,8.0,63.68,Medium,YouTube Shorts
1747,40.0,1.78,8.68,4.87,3.5,2.54,45.53,High,TikTok
1748,43.0,4.78,5.1,4.37,6.89,7.66,62.6,High,insta
1749,27.0,3.85,2.5,6.13,-2.0,4.375,88.54,Low,YouTube Shorts
1750,16.0,5.84,10.32,5.1,3.53,4.45,48.25,High,Instagram Reels
1751,37.0,2.55,5.1,5.81,3.3,1.7,99.01,High,Instagram Reels
1752,19.0,4.25,2.63,5.3,4.57,6.3,43.51,High,YouTube Shorts
1753,25.0,0.85,2.75,4.46,6.77,1.84,57.35,Low,YouTube Shorts
1754,20.0,2.68,4.52,6.8,3.64,9.22,86.49,Low ,TikTok
1755,32.0,5.8,3.78,4.14,81.01,6.59,50.73,Medium,instagram reels
1756,35.0,3.46,9.74,8.83,9.09,9.91,68.82, High,TikTok
1757,24.0,2.08,5.22,5.71,3.66,3.21,51.2,Medium,YouTube Shorts
1758,18.0,1.16,10.05,7.48,9.69,7.12,82.93,Medium,YouTube Shorts
1759,23.0,4.37,3.74,8.05,5.26,9.68,50.77,Medium,  Instagram Reels
1760,20.0,4.05,6.93,5.4,1.91,3.69,90.92,Low,YouTube Shorts
1761,16.0,2.56,8.88,7.74,1.5,1.87,72.37,Low,Instagram Reels
1762,31.0,5.73,8.52,8.16,4.05,6.71,72.89,High,TikTok
1763,19.0,0.62,8.01,0.0,3.33,4.29,96.01,Medium,Instagram Reels
1764,39.0,2.17,11.25,8.96,8.59,3.46,86.38,Medium,YouTube Shorts
1765,20.0,5.57,4.29,4.1,,9.94,84.59,Low,TikTok
1766,40.0,2.27,6.94,5.09,8.96,7.79,91.48,High,TikTok
1767,26.0,1.89,10.84,7.9,6.3,5.37,45.51,Medium,Instagram Reels
1768,37.0,3.44,2.78,4.97,4.92,1.45,83.56,High,TikTok
1769,35.0,5.03,2.56,7.49,3.44,2.72,53.99,High,Instagram Reels
1770,24.0,1.07,4.33,8.28,6.25,3.69,56.86,Medium,TikTok
1771,36.0,5.69,8.33,8.8,6.56,5.38,40.91,Low,YouTube Shorts
1772,35.0,4.87,4.6,6.37,4.54,5.48,93.62,Low,YouTube Shorts
1773,41.0,1.5,3.9,8.86,9.43,1.22,88.539,Low,YouTube Shorts
1774,39.0,4.42,6.59,6.06,6.76,9.49,48.36,High,TikTok
1775,20.0,2.62,8.14,5.09,8.54,5.89,59.68,Low,YouTube Shorts
1776,41.0,2.71,4.49,6.57,6.58,1.18,68.8,Low,YouTube Shorts
1777,22.0,4.81,5.01,7.25,3.85,7.31,69.63,Medium  ,YouTube Shorts
1778,16.0,5.8,8.14,6.29,7.63,1.64,75.74,High,TikTok
1779,26.0,1.2,11.46,6.83,3.07,7.49,68.33,High,TikTok
1780,27.0,,8.75,6.08,6.37,7.31,78.92,High,YouTube Shorts
1781,39.0,3.15,9.83,6.62,4.62,9.86,93.03,high,YouTube Shorts
1782,35.0,2.57,5.67,8.76,2.35,4.08,63.88,High,YouTube Shorts
1783,21.0,2.5,4.72,6.5,4.72,2.3,92.6,Low,TikTok
1784,24.0,0.79,6.54,5.27,3.79,1.83,53.18,Medium,YouTube Shorts
1785,27.0,4.27,10.07,7.79,2.01,1.65,47.28,High,Instagram Reels
1786,31.0,2.9,6.56,5.69,8.41,8.29,54.36,Low,YouTube Shorts
1787,40.0,1.57,,8.08,5.49,7.47,52.4,Low,Instagram Reels
1788,35.0,4.99,11.89,4.28,4.12,9.78,99.1,Medium,TikTok
1789,42.0,4.91,2.72,5.66,5.54,3.78,62.86,Low,TikTok
1790,44.0,3.18,2.45,4.47,7.79,8.366,79.09,High,IG
1791,40.0,2.14,3.5,4.43,1.16,1.84,76.482,Low,TikTok
1792,28.0,4.01,5.84,7.29,5.92,9.13,66.71,High,Instagram Reels
1793,16.0,2.08,3.31,5.93,88.95,1.47,42.14,Medium,Instagram Reels
1794,,1.8,10.71,8.36,9.04,7.444,66.29,Medium,YouTube Shorts
1795,36.0,4.52,2.23,6.58,,3.77,68.43,Medium,YouTube Shorts
1796,25.0,0.72,5.16,5.48,2.24,2.63,97.24,Low  ,TikTok
1797,15.0,1.02,3.85,7.6,4.5,7.34,74.12,Low,YouTube Shorts
1798,33.0,0.54,11.32,7.12,6.59,9.06,98.19,Low,TikTok
1799,35.0,1.34,8.69,8.0,1.41,7.88,74.6,Low,TikTok
1800,18.0,0.88,11.12,7.22,8.96,3.82,48.7,Medium,TikTok
1801,33.0,5.98,11.72,4.84,1.61,4.18,63.06,Medium,TikTok
1802,40.0,2.09,6.97,7.35,1.28,2.7,87.54,Medium,Instagram Reels
1803,43.0,1.32,4.34,5.96,1.02,8.42,65.3,High,Instagram Reels
1804,35.0,1.83,3.94,6.32,7.15,1.96,45.98,High,YouTube Shorts
1805,25.0,5.65,4.23,8.61,5.1,9.37,45.76,High,TikTok
1806,22.0,3.36,9.09,5.8,1.93,6.41,54.22,Low,Instagram Reels
1807,25.0,2.51,2.4,7.06,8.71,6.3,73.89,High,Instagram Reels
1808,18.0,5.3,2.51,5.82,2.82,8.54,89.81,Medium,Instagram Reels
1809,31.0,,8.08,4.47,3.94,7.01,72.02,Low,TikTok
1810,41.0,2.34,8.42,6.27,2.6,3.74,84.76,Low,Instagram Reels
1811,21.0,1.64,8.65,6.99,9.34,4.15,78.74,High  ,YouTube Shorts
1812,22.0,2.58,5.72,6.04,7.82,2.56,71.45,Low,TikTok
1813,17.0,2.24,10.06,5.95,7.52,5.18,52.89,Low,YouTube Shorts
1814,36.0,4.23,26.82,8.1,1.4,1.99,92.99,High,Instagram Reels
1815,16.0,2.09,3.05,4.15,5.7,6.88,56.54,Medium,TikTok
1816,37.0,3.67,9.97,5.48,6.18,2.52,57.039,Medium,Instagram Reels
1817,29.0,0.86,11.53,8.06,4.44,8.78,55.47,medium,Instagram Reels
1818,38.0,1.55,2.6,8.6,3.9,7.3,45.74,High,Instagram Reels
1819,36.0,2.74,5.91,6.06,8.67,9.02,69.92,Low,YouTube Shorts
1820,36.0,5.65,6.88,8.44,90.88,1.78,48.35,High,TikTok
1821,19.0,2.57,3.46,4.99,6.63,8.19,71.32,Low,TikTok
1822,38.0,4.15,10.68,5.11,4.55,8.93,67.19,Medium,TikTok
1823,15.0,1.9,4.84,8.23,6.99,1.4,71.19,Medium,TikTok
1824,40.0,1.2,9.83,8.52,88.54,9.99,42.9,High,YouTube Shorts
1825,18.0,0.82,8.71,5.11,3.15,3.71,88.91,Medium,TikTok
1826,,2.18,,4.3,6.28,2.91,72.05,High,YouTube Shorts
1827,34.0,,3.92,4.45,9.82,4.73,52.51,Medium,TikTok
1828,33.0,1.46,4.21,5.31,9.77,1.08,94.11,Medium,  YouTube Shorts
1829,17.0,4.68,2.5 hours,7.81,3.24,8.97,46.57,Medium,Instagram Reels
1830,34.0,0.59,4.41,6.55,1.92,3.42,84.01,High,IG
1831,25.0,3.57,5.45,6.28,6.31,5.69,80.71,Medium,YouTube Shorts
1832,31.0,2.59,10.33,6.92,4.78,6.61,44.37,High,YouTube Shorts
1833,44.0,3.29,5.66,8.45,7.86,8.12,94.09,High,YouTube Shorts
1834,41.0,3.6,9.55,4.45,5.75,3.25,63.051,Low,YouTube Shorts
1835,27.0,2.22,6.39,7.47,5.6,7.45,84.45,Medium,TikTok
1836,25.0,2.12,9.85,8.63,6.82,2.06,56.62,Low,TikTok
1837,16.0,4.53,11.76,5.07,2.14,7.34,71.54,Low,Instagram Reels
1838,23.0,5.29,,8.19,7.09,9.27,98.34,High,Instagram Reels
1839,40.0,1.56,10.62,7.49,5.4,1.77,76.65,Medium,TikTok
1840,16.0,1.04,8.22,4.07,8.38,2.05,57.78,Low,YouTube Shorts
1841,35.0,5.44,10.17,5.16,2.25,6.02,67.5,Medium,YouTube Shorts
1842,23.0,2.42,8.52,7.03,3.71,1.42,80.56,Medium,YouTube Shorts
1843,23.0,3.53,6.24,6.51,9.55,2.69,66.71, High,TikTok
1844,22.0,2.48,4.28,6.64,5.98,2.71,94.64,High,TikTok
1845,31.0,1.19,2.7,5.16,9.36,5.33,92.05,Low,Instagram Reels
1846,15.0,3.74,7.36,7.38,7.2,3.24,48.81,Low,Instagram Reels
1847,39.0,3.39,11.9,5.33,9.34,5.28,87.1,High,Instagram Reels
1848,43.0,1.62,9.38,5.95,3.86,5.69,96.54,Low,TikTok
1849,25.0,2.99,5.27,5.84,1.81,7.58,59.01,Low,TikTok
1850,22.0,4.88,10.27,7.36,8.22,9.51,56.936,Medium,TikTok
1851,24.0,3.75,9.69,4.45,8.24,5.53,40.58,Low,YouTube Shorts
1852,39.0,1.03,4.82,5.03,6.57,4.2,46.94,Low,Instagram Reels
1853,21.0,3.51,2.14,5.0,6.22,3.33,97.65,Low,Instagram Reels
1854,17.0,4.37,3.18,,9.23,6.71,63.47,High,Instagram Reels
1855,17.0,4.86,10.77,5.04,2.59,9.49,63.24,Medium,YouTube Shorts
1856,32.0,3.96,10.37,7.04,6.55,7.88,56.0,Low,TikTok
1857,19.0,1.34,4.95,7.66,1.45,2.85,49.84,High,Instagram Reels
1858,26.0,4.41,4.85,7.3,2.27,9.04,70.53,Medium,Instagram Reels
1859,26.0,4.23,9.93,6.38,4.94,7.62,83.39,High,YouTube Shorts
1860,33.0,0.63,11.38,4.26,8.39,2.15,73.05,High,insta
1861,44.0,2.76,9.79,8.8,7.6,7.42,42.13,Med,YouTube Shorts
1862,20.0,,8.06,4.84,9.77,3.6,88.21,Med,Instagram Reels
1863,16.0,4.18,4.43,7.34,,5.42,97.357,High,YouTube Shorts
1864,26.0,1.69,7.26,8.56,4.43,3.7,66.42,High,TikTok
1865,33.0,3.75,4.34,7.49,2.43,1.76,61.99,Low,YouTube Shorts
1866,19.0,5.52,10.08,5.09,1.33,7.92,53.79,High,TikTok
1867,26.0,4.89,5.87,5.58,3.38,8.46,58.11,Medium,Instagram Reels
1868,41.0,5.57,10.34,4.15,3.2,3.09,78.67,Medium,TikTok
1869,41.0,5.88,5.82,7.06,4.78,3.16,86.21,Medium,Instagram Reels
1870,31.0,0.56,10.24,7.06,2.26,4.87,59.93,Medium,Instagram Reels
1871,43.0,3.93,5.33,7.63,,8.327,60.38,High,TikTok
1872,31.0,2.77,6.4,4.05,9.28,1.7,67.07,High,Instagram Reels
1873,24.0,5.23,8.15,8.09,7.73,8.28,49.372,Medium,Instagram Reels
1874,39.0,1.88,2.7,7.69,8.58,9.3,95.63,Medium,TikTok
1875,37.0,5.9,11.48,4.7,8.24,6.05,82.33,Medium,Instagram Reels
1876,31.0,3.88,7.74,5.74,4.51,1.54,,Low,TikTok
1877,29.0,4.86,7.08,7.19,7.38,3.43,47.34,High,TikTok
1878,26.0,0.97,10.39,6.48,7.79,1.897,90.93,Med,Instagram Reels
1879,44.0,1.51,10.66,4.58,2.85,3.33,69.02,High,YouTube Shorts
1880,30.0,4.67,7.22,4.44,8.74,8.31,87.81,Low,TikTok
1881,38.0,0.62,11.27,7.91,5.12,1.5,42.0,High,Instagram Reels
1882,33.0,4.99,2.65,4.78,1.15,3.55,56.42,Low,Instagram Reels
1883,22.0,0.58,3.13,4.86,6.79,5.65,77.33,High,YouTube Shorts
1884,35.0,4.11,7.97,8.15,7.09,9.473,69.28,Low,TikTok
1885,31.0,2.51,5.54,7.06,5.97,3.25,57.7,High,YouTube Shorts
1886,37.0,3.86,6.64,7.02,2.91,8.0,52.07,Low,TikTok
1887,19.0,4.33,5.28,6.4,5.34,6.25,58.11,Medium,Instagram Reels
1888,36.0,2.38,6.05,6.84,4.6,7.09,84.54,Medium,TikTok
1889,30.0,1.09,10.23,7.01,9.77,8.76,53.441,High,Instagram Reels
1890,20.0,0.88,7.93,8.84,8.42,1.24,75.63,Low,Instagram Reels
1891,22.0,3.74,11.97,5.11,7.86,5.77,65.42,Medium,YouTube Shorts
1892,39.0,3.36,9.87,5.07,2.63,7.72,85.78,High,Instagram Reels
1893,32.0,4.58,4.74,4.29,3.98,8.96,52.1,Low,YouTube Shorts
1894,39.0,3.3,4.64,7.29,4.42,2.19,56.21,Low,TikTok
1895,26.0,2.82,5.36,6.75,5.43,4.07,63.92,Low,TikTok
1896,29.0,2.69,10.43,4.56,1.27,1.71,49.99,Low ,Instagram Reels
1897,41.0,0.65,2.27,5.82,6.34,8.51,67.67,High,YouTube Shorts
1898,40.0,2.35,4.3,4.89,4.22,8.72,64.96,Low,YouTube Shorts
1899,23.0,5.87,11.05,5.66,6.06,5.35,99.41,Low,Instagram Reels
1900,27.0,5.3,8.4,,1.08,1.202,75.63,Medium,youtube shorts
1901,40.0,2.31,4.27,7.42,3.89,1.92,44.17,Low,TikTok
1902,29.0,3.73,4.19,4.04,7.92,6.62,67.6,Low,YouTube Shorts
1903,24.0,5.16,10.63,,5.51,9.84,92.71,Low,TikTok
1904,30.0,2.93,10.94,4.05,8.1,8.55,90.586,Low,YouTube Shorts
1905,21.0,0.6,4.56,7.57,7.29,8.18,97.71,High,TikTok
1906,,0.91,6.21,6.35,8.69,4.76,93.65,High,Instagram Reels
1907,37.0,3.31,10.35,8.97,1.07,9.87,50.58,High,TikTok
1908,40.0,5.83,9.71,7.67,3.35,8.42,40.21,Medium,TikTok
1909,35.0,4.31,10.14,6.59,5.94,4.02,76.98,Low,TikTok
1910,36.0,0.89,7.18,8.02,9.47,7.74,80.376,High,Instagram Reels
1911,40.0,1.54,11.12,7.52,7.12,4.89,47.87,High,Instagram Reels
1912,21.0,4.74,5.26,5.22,5.11,6.94,50.01,Medium,YouTube Shorts
1913,28.0,5.13,3.57,7hr,2.17,9.73,97.78,Medium,Instagram Reels
1914,29.0,3.9,9.09,6.78,5.44,3.22,96.63,Low,TikTok
1915,35.0,4.04,7.39,6.26,4.97,8.16,49.42,Low,TikTok
1916,21.0,,10.55,4.9,8.01,6.31,54.82,Low,Instagram Reels
1917,23.0,5.06,2.81,5.12,4.72,9.55,93.53,High,YT Shorts
1918,33.0,4.84,10.44,5.41,3.87,2.21,69.749,Medium,TikTok
1919,30.0,1.92,4.93,4.05,1.81,7.194,87.88,High,TikTok
1920,22.0,4.4,8.55,8.58,1.42,1.33,63.76,Low,TikTok
1921,32.0,1.68,2.4,7.43,4.95,3.22,84.18,High,YouTube Shorts
1922,41.0,0.72,8.1,7.45,4.12,3.89,63.81,Medium,Instagram Reels
1923,37.0,1.61,9.17,6.86,6.0,4.89,93.95,High,TIKTOK
1924,43.0,1.48,5.69,7.45,7.41,9.69,59.53,Low,TikTok
1925,32.0,2.36,4.15,8.91,1.36,1.61,71.39,Low,Instagram Reels
1926,44.0,2.8,7.38,5.93,5.47,2.52,71.31,low,YouTube Shorts
1927,34.0,3.3,10.33,7.56,8.76,2.83,78.93,Low  ,Instagram Reels
1928,21.0,3.12,5.24,5.8,5.1,4.82,58.4,Medium,Instagram Reels
1929,17.0,1.99,4.52,8.27,5.69,1.55,78.56,Medium,YT Shorts
1930,32.0,0.66,4.79,8.29,5.38,9.69,52.295,Low,Instagram Reels
1931,41.0,3.83,11.49,8.51,4.51,6.04,93.62,Medium,youtube shorts
1932,24.0,2.68,5.59,4.03,1.99,8.32,48.65,Low,Instagram Reels
1933,21.0,2.14,2.04,5.49,2.14,7.95,90.42,High,youtube shorts
1934,31.0,5.27,9.82,4.67,2.61,6.95,81.59,High,Instagram Reels
1935,28.0,4.61,8.99,6.27,8.13,9.14,60.46,High,Instagram Reels
1936,,5.22,3.29,6.48,3.48,9.12,59.65,medium,Instagram Reels
1937,17.0,3.22,11.85,5.28,9.53,2.15,97.96,Low,Instagram Reels
1938,26.0,1.22,8.08,7.62,8.29,9.12,51.7,High,Instagram Reels
1939,42.0,4.33,7.01,5.35,7.16,5.72,83.38,Medium,YouTube Shorts
